agents,kmax,percent,ratio,profit,distance
5,-1,-1,1.00,205,618633.24
5,-1,-1,1.00,230,858539.16
5,-1,-1,1.00,255,921281.55
5,-1,-1,1.00,280,1170192.68
6,-1,-1,-1.00,5,60971.98
6,-1,-1,-1.00,30,86586.50
6,-1,-1,-1.00,55,169160.13
6,-1,-1,-1.00,80,196093.17
6,-1,-1,-1.00,105,251119.48
6,-1,-1,-1.00,130,360651.78
6,-1,-1,-1.00,155,403081.72
6,-1,-1,-1.00,180,538235.27
6,-1,-1,-1.00,205,706871.51
6,-1,-1,-1.00,230,932055.72
6,-1,-1,-1.00,255,997473.30
6,-1,-1,-1.00,280,1222125.30
6,-1,-1,0.10,5,60971.98
6,-1,-1,0.10,30,86586.50
6,-1,-1,0.10,55,169160.13
6,-1,-1,0.10,80,196093.17
6,-1,-1,0.10,105,251119.48
6,-1,-1,0.10,130,360651.78
6,-1,-1,0.10,155,403171.36
6,-1,-1,0.10,180,545079.97
6,-1,-1,0.10,205,747737.89
6,-1,-1,0.10,230,936334.29
6,-1,-1,0.10,255,1036849.48
6,-1,-1,0.10,280,1253404.64
6,-1,-1,0.20,5,60971.98
6,-1,-1,0.20,30,86586.50
6,-1,-1,0.20,55,169160.13
6,-1,-1,0.20,80,196093.17
6,-1,-1,0.20,105,251119.48
6,-1,-1,0.20,130,360651.78
6,-1,-1,0.20,155,403119.28
6,-1,-1,0.20,180,545056.57
6,-1,-1,0.20,205,745542.41
6,-1,-1,0.20,230,936182.48
6,-1,-1,0.20,255,1038301.84
6,-1,-1,0.20,280,1252456.86
6,-1,-1,0.30,5,60971.98
6,-1,-1,0.30,30,86586.50
6,-1,-1,0.30,55,169160.13
6,-1,-1,0.30,80,196093.17
6,-1,-1,0.30,105,251119.48
6,-1,-1,0.30,130,360651.78
6,-1,-1,0.30,155,403134.99
6,-1,-1,0.30,180,545104.10
6,-1,-1,0.30,205,747524.56
6,-1,-1,0.30,230,935449.78
6,-1,-1,0.30,255,1037002.42
6,-1,-1,0.30,280,1251380.94
6,-1,-1,0.40,5,60971.98
6,-1,-1,0.40,30,86586.50
6,-1,-1,0.40,55,169160.13
6,-1,-1,0.40,80,196093.17
6,-1,-1,0.40,105,251119.48
6,-1,-1,0.40,130,360651.78
6,-1,-1,0.40,155,403108.53
6,-1,-1,0.40,180,544813.89
6,-1,-1,0.40,205,743806.59
6,-1,-1,0.40,230,936903.20
6,-1,-1,0.40,255,1030136.49
6,-1,-1,0.40,280,1254775.81
6,-1,-1,0.50,5,60971.98
6,-1,-1,0.50,30,86586.50
6,-1,-1,0.50,55,169160.13
6,-1,-1,0.50,80,196093.17
